ActorID,FirstName,LastName,Gender,BirthDate,Nationality,AwardsCount,Biography
417,Lea,Becker,Kadın,1998-08-04,Almanya,0,Çok yönlü sanatçı kimliği ile tanınır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Seslendirme ve dublajda da başarılı çalışmaları vardır.
418,Paul,Durand,Erkek,1955-09-07,Fransa,3,Film müziklerine özel önem verir ve işbirlikleri yapar. Toplumsal meselelere duyarlı projelerde yer almıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
419,Anjali,Choudhary,Kadın,1959-11-29,Hindistan,10,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
420,Ren,Kobayashi,Erkek,1993-07-18,Japonya,0,Seslendirme ve dublajda da başarılı çalışmaları vardır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
421,Yuki,Saito,Erkek,1956-05-11,Japonya,10,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Her filmi büyük bir titizlikle yönetir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Toplumsal meselelere duyarlı projelerde yer almıştır.
422,Guadalupe,Hernández,Diğer,1987-04-26,Meksika,9,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Çok yönlü sanatçı kimliği ile tanınır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
423,George,Jones,Diğer,1996-08-09,İngiltere,3,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Film müziklerine özel önem verir ve işbirlikleri yapar. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
424,Valentina,Colombo,Diğer,2000-02-06,İtalya,1,Seslendirme ve dublajda da başarılı çalışmaları vardır. Her filmi büyük bir titizlikle yönetir. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Derin karakter analizleri ile tanınmaktadır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
425,Nazlı,Arslan,Kadın,1999-05-05,Türkiye,5,Toplumsal meselelere duyarlı projelerde yer almıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Her filmi büyük bir titizlikle yönetir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
426,Barbara,Davis,Kadın,1979-02-16,ABD,10,Çok yönlü sanatçı kimliği ile tanınır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Toplumsal meselelere duyarlı projelerde yer almıştır.
427,Hugo,Richard,Erkek,1999-05-14,Fransa,7,Kültürel çeşitliliği ve insan hikayelerini işler. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Çok yönlü sanatçı kimliği ile tanınır.
428,Wei,Chen,Erkek,1977-01-29,Çin,3,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Film müziklerine özel önem verir ve işbirlikleri yapar. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
429,Marie,Schulz,Diğer,1995-11-14,Almanya,9,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Her filmi büyük bir titizlikle yönetir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
430,Deniz,Kaya,Erkek,1982-12-07,Türkiye,3,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kültürel çeşitliliği ve insan hikayelerini işler. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir.
431,Alejandro,Martínez,Erkek,1979-02-17,Meksika,7,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
432,Sakura,Takahashi,Kadın,1984-03-25,Japonya,5,Derin karakter analizleri ile tanınmaktadır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Film müziklerine özel önem verir ve işbirlikleri yapar. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çok yönlü sanatçı kimliği ile tanınır.
433,Alessia,Rossi,Kadın,1951-01-10,İtalya,4,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Toplumsal meselelere duyarlı projelerde yer almıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
434,Emre,Yılmaz,Erkek,1969-10-23,Türkiye,10,Her filmi büyük bir titizlikle yönetir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
435,Karan,Gupta,Erkek,1985-05-18,Hindistan,5,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çok yönlü sanatçı kimliği ile tanınır.
436,Sakura,Ito,Kadın,1973-07-22,Japonya,8,Film müziklerine özel önem verir ve işbirlikleri yapar. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Çok yönlü sanatçı kimliği ile tanınır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Toplumsal meselelere duyarlı projelerde yer almıştır.
437,Inès,Simon,Kadın,1967-08-05,Fransa,8,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Film müziklerine özel önem verir ve işbirlikleri yapar.
438,Ravi,Joshi,Erkek,1958-01-14,Hindistan,6,Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
439,Haruka,Mori,Kadın,1965-03-09,Japonya,7,Her filmi büyük bir titizlikle yönetir. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir.
440,Marco,Rossi,Erkek,1957-09-12,İtalya,3,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
441,John,Wilson,Erkek,1992-04-09,İngiltere,3,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Toplumsal meselelere duyarlı projelerde yer almıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Film müziklerine özel önem verir ve işbirlikleri yapar.
442,Mia,Wagner,Kadın,1962-09-06,Almanya,9,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
443,Max,Becker,Erkek,1974-05-04,Almanya,10,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Kültürel çeşitliliği ve insan hikayelerini işler. Seslendirme ve dublajda da başarılı çalışmaları vardır.
444,Emma,Müller,Kadın,1982-04-26,Almanya,4,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Kültürel çeşitliliği ve insan hikayelerini işler. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
445,Ana,Fernandez,Kadın,1966-09-22,İspanya,7,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
446,Paul,Müller,Erkek,1985-04-17,Almanya,5,Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
447,Lina,Müller,Kadın,1973-02-12,Almanya,8,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Kültürel çeşitliliği ve insan hikayelerini işler. Seslendirme ve dublajda da başarılı çalışmaları vardır.
448,Onur,Taş,Erkek,1984-04-16,Türkiye,10,Derin karakter analizleri ile tanınmaktadır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
449,Kavita,Choudhary,Diğer,1979-07-18,Hindistan,2,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Toplumsal meselelere duyarlı projelerde yer almıştır.
450,Chiara,Marino,Kadın,1962-05-23,İtalya,2,Film müziklerine özel önem verir ve işbirlikleri yapar. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
451,Jessica,Wilson,Kadın,1960-08-15,İngiltere,2,Film müziklerine özel önem verir ve işbirlikleri yapar. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Derin karakter analizleri ile tanınmaktadır.
452,Karan,Kumar,Erkek,1974-07-25,Hindistan,1,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Film müziklerine özel önem verir ve işbirlikleri yapar. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur.
453,Pablo,Lopez,Erkek,2000-11-14,İspanya,9,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
454,Jessica,Roberts,Kadın,1992-10-04,İngiltere,9,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Kültürel çeşitliliği ve insan hikayelerini işler. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
455,Hyun,Kim,Erkek,1967-05-04,Güney Kore,6,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Derin karakter analizleri ile tanınmaktadır. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
456,Juana,García,Kadın,1968-03-13,Meksika,2,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Her filmi büyük bir titizlikle yönetir. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
457,Rahul,Joshi,Erkek,1953-10-02,Hindistan,5,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Çok yönlü sanatçı kimliği ile tanınır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Film müziklerine özel önem verir ve işbirlikleri yapar. Toplumsal meselelere duyarlı projelerde yer almıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
458,Elisa,Russo,Kadın,1953-06-15,İtalya,7,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Toplumsal meselelere duyarlı projelerde yer almıştır. Kültürel çeşitliliği ve insan hikayelerini işler. Film müziklerine özel önem verir ve işbirlikleri yapar.
459,Lei,Chen,Erkek,1954-06-04,Çin,7,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Film müziklerine özel önem verir ve işbirlikleri yapar. Her filmi büyük bir titizlikle yönetir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Derin karakter analizleri ile tanınmaktadır. Çok yönlü sanatçı kimliği ile tanınır.
460,Luis,Diaz,Diğer,1996-05-19,İspanya,10,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Çok yönlü sanatçı kimliği ile tanınır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
461,Verónica,Pérez,Kadın,1985-04-07,Meksika,7,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Her filmi büyük bir titizlikle yönetir. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
462,Guadalupe,González,Kadın,1990-10-17,Meksika,5,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Çok yönlü sanatçı kimliği ile tanınır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
463,Olivia,Roberts,Kadın,1982-07-24,İngiltere,6,Kültürel çeşitliliği ve insan hikayelerini işler. Toplumsal meselelere duyarlı projelerde yer almıştır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Film müziklerine özel önem verir ve işbirlikleri yapar.
464,Burak,Şahin,Diğer,2000-09-25,Türkiye,2,Film müziklerine özel önem verir ve işbirlikleri yapar. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Derin karakter analizleri ile tanınmaktadır.
465,Leon,Schneider,Erkek,1990-01-13,Almanya,1,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Film müziklerine özel önem verir ve işbirlikleri yapar.
466,Tim,Hoffmann,Erkek,1994-08-24,Almanya,0,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Seslendirme ve dublajda da başarılı çalışmaları vardır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Her filmi büyük bir titizlikle yönetir.
467,Raj,Choudhary,Erkek,1950-08-04,Hindistan,4,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
468,Christopher,Wilson,Erkek,1952-11-28,ABD,4,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Derin karakter analizleri ile tanınmaktadır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
469,Zeynep,Öztürk,Kadın,2000-06-08,Türkiye,9,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Film müziklerine özel önem verir ve işbirlikleri yapar. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
470,Susan,Rodriguez,Kadın,1956-01-27,ABD,1,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
471,Linda,Brown,Kadın,1997-01-25,ABD,9,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çok yönlü sanatçı kimliği ile tanınır.
472,Valentina,Greco,Kadın,1957-11-12,İtalya,4,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Film müziklerine özel önem verir ve işbirlikleri yapar.
473,Barbara,Rodriguez,Diğer,2000-06-23,ABD,10,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir.
474,Haruto,Saito,Erkek,1991-09-16,Japonya,9,Derin karakter analizleri ile tanınmaktadır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Toplumsal meselelere duyarlı projelerde yer almıştır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir.
475,Yui,Kobayashi,Kadın,1975-04-08,Japonya,4,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Toplumsal meselelere duyarlı projelerde yer almıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Film müziklerine özel önem verir ve işbirlikleri yapar. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
476,Charlotte,Johnson,Kadın,1980-08-16,İngiltere,9,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
477,Barbara,Smith,Diğer,1992-12-25,ABD,10,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Her filmi büyük bir titizlikle yönetir.
478,Hua,Wang,Kadın,1991-06-29,Çin,8,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çok yönlü sanatçı kimliği ile tanınır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Toplumsal meselelere duyarlı projelerde yer almıştır.
479,Ming,Li,Erkek,1979-10-05,Çin,2,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Kültürel çeşitliliği ve insan hikayelerini işler. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Toplumsal meselelere duyarlı projelerde yer almıştır.
480,Zeynep,Taş,Kadın,1984-12-13,Türkiye,1,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Derin karakter analizleri ile tanınmaktadır.
481,Amelia,Thomas,Kadın,1971-04-28,İngiltere,4,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
482,Patricia,Garcia,Kadın,1968-02-18,ABD,8,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
483,Paul,Robert,Erkek,1993-05-17,Fransa,5,Film müziklerine özel önem verir ve işbirlikleri yapar. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Seslendirme ve dublajda da başarılı çalışmaları vardır.
484,Okan,Aydın,Erkek,1953-04-12,Türkiye,8,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
485,Anna,Ricci,Kadın,1957-10-24,İtalya,0,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Film müziklerine özel önem verir ve işbirlikleri yapar. Seslendirme ve dublajda da başarılı çalışmaları vardır.
486,Carlos,Pérez,Erkek,1978-01-02,Meksika,3,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Toplumsal meselelere duyarlı projelerde yer almıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
487,Hye-Jin,Park,Kadın,1974-06-18,Güney Kore,4,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Toplumsal meselelere duyarlı projelerde yer almıştır.
488,Ming,Wu,Erkek,1998-09-03,Çin,5,Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
489,Onur,Öztürk,Erkek,1980-05-22,Türkiye,0,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Seslendirme ve dublajda da başarılı çalışmaları vardır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
490,Henry,Evans,Erkek,1957-09-22,İngiltere,2,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Toplumsal meselelere duyarlı projelerde yer almıştır.
491,Ella,Taylor,Diğer,1991-10-12,İngiltere,1,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Her filmi büyük bir titizlikle yönetir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Seslendirme ve dublajda da başarılı çalışmaları vardır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çok yönlü sanatçı kimliği ile tanınır.
492,Joon,Shin,Erkek,1970-01-29,Güney Kore,4,Kültürel çeşitliliği ve insan hikayelerini işler. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
493,Patricia,Garcia,Kadın,1952-09-18,ABD,1,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Her filmi büyük bir titizlikle yönetir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Film müziklerine özel önem verir ve işbirlikleri yapar.
494,Sarah,Johnson,Kadın,1961-06-06,ABD,6,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Toplumsal meselelere duyarlı projelerde yer almıştır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
495,Mia,Evans,Kadın,1997-10-18,İngiltere,9,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Film müziklerine özel önem verir ve işbirlikleri yapar. Toplumsal meselelere duyarlı projelerde yer almıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
496,Rahul,Joshi,Erkek,1968-09-06,Hindistan,6,Toplumsal meselelere duyarlı projelerde yer almıştır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Seslendirme ve dublajda da başarılı çalışmaları vardır.
497,Marco,Greco,Erkek,1993-08-28,İtalya,9,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Toplumsal meselelere duyarlı projelerde yer almıştır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Her filmi büyük bir titizlikle yönetir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
